fir_number,person_id,name,role,age,gender,district,is_synthetic
FIR-2024-MAN-0377,V03770,Alia Ram,victim,28,female,Mandya,True
FIR-2024-SHI-0378,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2024-SHI-0378,V03780,Nirvaan Shanker,victim,34,female,Shivamogga,True
FIR-2025-BAG-0379,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-BAG-0379,V03790,Yakshit Kanda,victim,42,female,Bagalkot,True
FIR-2025-BAG-0379,V03791,Hrishita Chopra,victim,57,female,Bagalkot,True
FIR-2025-BAG-0380,P0268,Jayesh Sha,accused,56,male,Bagalkot,True
FIR-2025-BAG-0380,V03800,Hiran Krishnamurthy,victim,30,female,Bagalkot,True
FIR-2025-BAG-0380,V03801,Mehul Tandon,victim,39,female,Bagalkot,True
FIR-2024-MAN-0381,P0125,Stuvan Wadhwa,accused,35,male,Belagavi,True
FIR-2024-MAN-0381,P0211,Shanaya Venkataraman,accused,44,female,Belagavi,True
FIR-2024-MAN-0381,V03810,Kashvi Ram,victim,27,male,Mandya,True
FIR-2024-MAN-0381,V03811,Miraan Dora,victim,69,male,Mandya,True
FIR-2024-HAS-0382,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2024-HAS-0382,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2024-HAS-0382,V03820,Nitara Lad,victim,25,female,Hassan,True
FIR-2024-HAS-0382,V03821,Zain Doctor,victim,44,male,Hassan,True
FIR-2024-BEL-0383,P0202,Suhana Vasa,accused,34,male,Dakshina Kannada,True
FIR-2024-BEL-0383,V03830,Biju Mallick,victim,25,male,Belagavi,True
FIR-2024-BEL-0383,V03831,Mishti Sane,victim,63,female,Belagavi,True
FIR-2025-SHI-0384,P0273,Nirvaan Sheth,accused,38,male,Bengaluru City,True
FIR-2025-SHI-0384,V03840,Ivana Kota,victim,62,female,Shivamogga,True
FIR-2024-RAI-0385,P0125,Stuvan Wadhwa,accused,35,male,Belagavi,True
FIR-2024-RAI-0385,V03850,Shray Rout,victim,21,female,Raichur,True
FIR-2024-RAI-0385,V03851,Vedika Lala,victim,19,male,Raichur,True
FIR-2025-DAV-0386,P0155,Sara Ganesan,accused,33,male,Ballari,True
FIR-2025-DAV-0386,V03860,Rasha Joshi,victim,28,female,Davanagere,True
FIR-2025-DAV-0386,V03861,Indrajit Doctor,victim,36,male,Davanagere,True
FIR-2025-KAL-0387,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-KAL-0387,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2025-KAL-0387,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-KAL-0387,V03870,Kabir Shroff,victim,62,female,Kalaburagi,True
FIR-2024-DHA-0388,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2024-DHA-0388,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2024-DHA-0388,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-DHA-0388,V03880,Nakul Vala,victim,16,female,Dharwad,True
FIR-2025-DAK-0389,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2025-DAK-0389,V03890,Rohan Varughese,victim,51,female,Dakshina Kannada,True
FIR-2025-DAK-0389,V03891,Zara Kata,victim,18,female,Dakshina Kannada,True
FIR-2024-BAG-0390,P0298,Rhea Loke,accused,48,female,Ballari,True
FIR-2024-BAG-0390,V03900,Jhanvi Jhaveri,victim,23,female,Bagalkot,True
FIR-2024-BAG-0390,V03901,Ivana Lanka,victim,42,male,Bagalkot,True
FIR-2025-BAL-0391,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-BAL-0391,V03910,Vidur Dara,victim,53,female,Ballari,True
FIR-2025-BAL-0391,V03911,Lagan Gandhi,victim,52,female,Ballari,True
FIR-2025-BEL-0392,P0241,Ranbir Shetty,accused,18,male,Davanagere,True
FIR-2025-BEL-0392,P0087,Divit Bava,accused,21,male,Hassan,True
FIR-2025-BEL-0392,V03920,Alisha Vaidya,victim,36,female,Belagavi,True
FIR-2024-DHA-0393,P0072,Riya Dugal,accused,21,male,Mysuru,True
FIR-2024-DHA-0393,V03930,Divij Loyal,victim,64,male,Dharwad,True
FIR-2025-RAI-0394,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2025-RAI-0394,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2025-RAI-0394,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2025-RAI-0394,V03940,Baiju Desai,victim,22,male,Raichur,True
FIR-2025-VIJ-0395,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-VIJ-0395,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2025-VIJ-0395,V03950,Pari Ramakrishnan,victim,35,female,Vijayapur,True
FIR-2025-VIJ-0395,V03951,Devansh Chandra,victim,24,female,Vijayapur,True
FIR-2024-SHI-0396,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2024-SHI-0396,V03960,Anvi Chawla,victim,60,male,Shivamogga,True
FIR-2024-VIJ-0397,P0162,Mamooty Arora,accused,45,male,Dakshina Kannada,True
FIR-2024-VIJ-0397,V03970,Romil Amble,victim,17,female,Vijayapur,True
FIR-2024-VIJ-0398,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2024-VIJ-0398,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2024-VIJ-0398,P0068,Gokul Sahni,accused,33,female,Dharwad,True
FIR-2024-VIJ-0398,V03980,Kanav Shanker,victim,58,male,Vijayapur,True
FIR-2024-VIJ-0398,V03981,Siya Shroff,victim,64,male,Vijayapur,True
FIR-2024-MAN-0399,P0294,Raghav Sengupta,accused,44,male,Ballari,True
FIR-2024-MAN-0399,V03990,Nirvaan Sarin,victim,70,male,Mandya,True
FIR-2025-TUM-0400,P0079,Devansh Sathe,accused,59,male,Tumakuru,True
FIR-2025-TUM-0400,V04000,Vivaan Dar,victim,26,male,Tumakuru,True
FIR-2025-TUM-0400,V04001,Urvi Dhaliwal,victim,62,male,Tumakuru,True
FIR-2025-CHI-0401,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2025-CHI-0401,V04010,Anahita Loke,victim,69,female,Chickballapura,True
FIR-2025-VIJ-0402,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2025-VIJ-0402,P0052,Pihu Wali,accused,23,female,Tumakuru,True
FIR-2025-VIJ-0402,V04020,Ryan De,victim,61,female,Vijayapur,True
FIR-2025-VIJ-0402,V04021,Drishya Wadhwa,victim,51,male,Vijayapur,True
FIR-2024-UDU-0403,P0160,Amira Gill,accused,49,female,Ballari,True
FIR-2024-UDU-0403,V04030,Anahita Bawa,victim,51,female,Udupi,True
FIR-2025-MAN-0404,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2025-MAN-0404,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2025-MAN-0404,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-MAN-0404,V04040,Tara Tripathi,victim,25,female,Mandya,True
FIR-2025-BEL-0405,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2025-BEL-0405,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2025-BEL-0405,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2025-BEL-0405,V04050,Lagan Goyal,victim,62,female,Belagavi,True
FIR-2025-BEL-0405,V04051,Zain Bajaj,victim,33,female,Belagavi,True
FIR-2025-BAG-0406,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-BAG-0406,V04060,Seher Bora,victim,17,male,Bagalkot,True
FIR-2024-CHI-0407,P0118,Pranay Chaudry,accused,26,male,Shivamogga,True
FIR-2024-CHI-0407,V04070,Pranay Malhotra,victim,55,male,Chickballapura,True
FIR-2024-CHI-0407,V04071,Ritvik Bose,victim,64,male,Chickballapura,True
FIR-2025-BAG-0408,P0063,Advik Bhalla,accused,22,male,Ballari,True
FIR-2025-BAG-0408,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2025-BAG-0408,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-BAG-0408,V04080,Shalv Contractor,victim,43,male,Bagalkot,True
FIR-2025-HAS-0409,P0005,Aniruddh Batra,accused,19,male,Vijayapur,True
FIR-2025-HAS-0409,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2025-HAS-0409,P0053,Tiya Rege,accused,52,male,Kalaburagi,True
FIR-2025-HAS-0409,V04090,Jiya Thaman,victim,24,female,Hassan,True
FIR-2025-HAS-0409,V04091,Charvi Maharaj,victim,61,female,Hassan,True
FIR-2025-RAI-0410,P0068,Gokul Sahni,accused,33,female,Dharwad,True
FIR-2025-RAI-0410,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-RAI-0410,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2025-RAI-0410,V04100,Onkar Singh,victim,65,female,Raichur,True
FIR-2025-RAI-0410,V04101,Samaira Rege,victim,36,male,Raichur,True
FIR-2025-MYS-0411,P0223,Biju Chauhan,accused,35,male,Raichur,True
FIR-2025-MYS-0411,V04110,Amira Chad,victim,40,male,Mysuru,True
FIR-2025-MYS-0411,V04111,Jayan Boase,victim,43,female,Mysuru,True
FIR-2025-MAN-0412,P0031,Ishaan Kashyap,accused,59,female,Kalaburagi,True
FIR-2025-MAN-0412,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2025-MAN-0412,V04120,Kabir Walia,victim,23,female,Mandya,True
FIR-2025-MAN-0412,V04121,Eshani Badal,victim,26,male,Mandya,True
FIR-2025-KOL-0413,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2025-KOL-0413,P0037,Jiya Vora,accused,25,male,Dakshina Kannada,True
FIR-2025-KOL-0413,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2025-KOL-0413,V04130,Oorja Bajwa,victim,52,male,Kolar,True
FIR-2025-KOL-0413,V04131,Zain Biswas,victim,67,female,Kolar,True
FIR-2024-HAS-0414,P0305,Kabir Bal,accused,48,male,Hassan,True
FIR-2024-HAS-0414,V04140,Darshit Sathe,victim,69,male,Hassan,True
FIR-2024-MYS-0415,P0220,Renee Chhabra,accused,19,female,Hassan,True
FIR-2024-MYS-0415,V04150,Aayush Chopra,victim,61,male,Mysuru,True
FIR-2024-KOL-0416,P0216,Miraan Deshpande,accused,55,male,Hassan,True
FIR-2024-KOL-0416,V04160,Umang Balan,victim,48,female,Kolar,True
FIR-2024-KOL-0416,V04161,Nirvi Kohli,victim,43,female,Kolar,True
FIR-2025-KOL-0417,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-KOL-0417,P0072,Riya Dugal,accused,21,male,Mysuru,True
FIR-2025-KOL-0417,V04170,Aarush Lata,victim,29,female,Kolar,True
FIR-2025-KOL-0417,V04171,Abram Anand,victim,33,female,Kolar,True
FIR-2025-VIJ-0418,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2025-VIJ-0418,V04180,Heer Dhar,victim,70,female,Vijayapur,True
FIR-2025-VIJ-0418,V04181,Damini Talwar,victim,42,female,Vijayapur,True
FIR-2025-VIJ-0419,P0139,Shamik Solanki,accused,20,female,Bengaluru City,True
FIR-2025-VIJ-0419,V04190,Zara Chakraborty,victim,41,male,Vijayapur,True
FIR-2024-BAL-0420,P0316,Jiya Rao,accused,44,male,Tumakuru,True
FIR-2024-BAL-0420,V04200,Divit Lala,victim,28,male,Ballari,True
FIR-2024-BEN-0421,P0146,Adah Bhatt,accused,44,female,Dakshina Kannada,True
FIR-2024-BEN-0421,P0292,Saksham Bhasin,accused,19,male,Dakshina Kannada,True
FIR-2024-BEN-0421,V04210,Nakul Char,victim,62,female,Bengaluru City,True
FIR-2024-TUM-0422,P0270,Anahita Kamdar,accused,43,male,Kolar,True
FIR-2024-TUM-0422,V04220,Sumer Deol,victim,58,male,Tumakuru,True
FIR-2024-TUM-0422,V04221,Dhanush Grover,victim,41,male,Tumakuru,True
FIR-2024-KOL-0423,P0295,Divyansh Thaman,accused,25,female,Belagavi,True
FIR-2024-KOL-0423,V04230,Amira Mandal,victim,47,male,Kolar,True
FIR-2024-KOL-0423,V04231,Rasha Chowdhury,victim,31,male,Kolar,True
FIR-2025-BAL-0424,P0023,Mehul Verma,accused,56,male,Raichur,True
FIR-2025-BAL-0424,V04240,Piya Thaker,victim,42,female,Ballari,True
FIR-2025-BAL-0424,V04241,Neysa Varughese,victim,71,male,Ballari,True
FIR-2024-RAI-0425,P0302,Ehsaan Viswanathan,accused,50,male,Bengaluru City,True
FIR-2024-RAI-0425,V04250,Divij Jain,victim,39,female,Raichur,True
FIR-2024-MYS-0426,P0033,Piya Gaba,accused,53,male,Dharwad,True
FIR-2024-MYS-0426,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2024-MYS-0426,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2024-MYS-0426,V04260,Uthkarsh Majumdar,victim,40,male,Mysuru,True
FIR-2024-MYS-0426,V04261,Bhavin Ray,victim,74,female,Mysuru,True
FIR-2024-VIJ-0427,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2024-VIJ-0427,V04270,Rati Chada,victim,66,male,Vijayapur,True
FIR-2024-VIJ-0427,V04271,Charvi Uppal,victim,33,male,Vijayapur,True
FIR-2025-DHA-0428,P0231,Vidur Ganguly,accused,53,male,Dharwad,True
FIR-2025-DHA-0428,V04280,Neelofar Srinivasan,victim,38,female,Dharwad,True
FIR-2024-DAK-0429,P0001,Anay Shanker,accused,58,male,Bengaluru City,True
FIR-2024-DAK-0429,P0037,Jiya Vora,accused,25,male,Dakshina Kannada,True
FIR-2024-DAK-0429,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-DAK-0429,V04290,Jivika Varughese,victim,26,male,Dakshina Kannada,True
FIR-2025-KAL-0430,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2025-KAL-0430,V04300,Eva Bail,victim,32,male,Kalaburagi,True
FIR-2024-MAN-0431,P0292,Saksham Bhasin,accused,19,male,Dakshina Kannada,True
FIR-2024-MAN-0431,V04310,Lakshit Yohannan,victim,17,male,Mandya,True
FIR-2025-BAL-0432,P0034,Manikya Tara,accused,55,female,Mandya,True
FIR-2025-BAL-0432,V04320,Purab Bajaj,victim,41,female,Ballari,True
FIR-2024-KAL-0433,P0293,Kartik Chokshi,accused,37,male,Raichur,True
FIR-2024-KAL-0433,P0256,Vivaan Sehgal,accused,31,male,Davanagere,True
FIR-2024-KAL-0433,V04330,Piya Dey,victim,65,female,Kalaburagi,True
FIR-2024-KAL-0433,V04331,Jayesh Varghese,victim,68,female,Kalaburagi,True
FIR-2024-CHI-0434,P0028,Rati Sanghvi,accused,43,male,Tumakuru,True
FIR-2024-CHI-0434,V04340,Advik Chawla,victim,42,male,Chickballapura,True
FIR-2024-BEN-0435,P0125,Stuvan Wadhwa,accused,35,male,Belagavi,True
FIR-2024-BEN-0435,V04350,Suhana Tara,victim,53,female,Bengaluru City,True
FIR-2024-BEN-0435,V04351,Dhanuk Doctor,victim,21,male,Bengaluru City,True
FIR-2025-VIJ-0436,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2025-VIJ-0436,P0046,Faiyaz Bose,accused,56,male,Kalaburagi,True
FIR-2025-VIJ-0436,V04360,Jivika Dara,victim,46,female,Vijayapur,True
FIR-2025-UDU-0437,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-UDU-0437,V04370,Parinaaz Yadav,victim,53,male,Udupi,True
FIR-2024-KOL-0438,P0017,Samiha Karpe,accused,20,male,Shivamogga,True
FIR-2024-KOL-0438,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2024-KOL-0438,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2024-KOL-0438,V04380,Veer Shroff,victim,36,male,Kolar,True
FIR-2024-MAN-0439,P0073,Oorja Sachar,accused,43,male,Belagavi,True
FIR-2024-MAN-0439,V04390,Vritika Sankaran,victim,36,female,Mandya,True
FIR-2025-BAG-0440,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2025-BAG-0440,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2025-BAG-0440,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2025-BAG-0440,V04400,Damini Sharma,victim,23,female,Bagalkot,True
FIR-2025-BAG-0440,V04401,Baiju Bawa,victim,18,female,Bagalkot,True
FIR-2025-KAL-0441,P0253,Vanya Tank,accused,42,female,Bagalkot,True
FIR-2025-KAL-0441,P0116,Miraya Baria,accused,27,male,Mandya,True
FIR-2025-KAL-0441,V04410,Mehul Tripathi,victim,52,male,Kalaburagi,True
FIR-2025-KAL-0441,V04411,Shlok Ramakrishnan,victim,53,male,Kalaburagi,True
FIR-2025-BEL-0442,P0311,Ivana Singhal,accused,60,male,Chickballapura,True
FIR-2025-BEL-0442,P0168,Jayesh Mannan,accused,46,male,Chickballapura,True
FIR-2025-BEL-0442,V04420,Urvi Gade,victim,69,female,Belagavi,True
FIR-2024-CHI-0443,P0113,Pari Venkataraman,accused,26,male,Dakshina Kannada,True
FIR-2024-CHI-0443,P0084,Samaira Wadhwa,accused,34,female,Shivamogga,True
FIR-2024-CHI-0443,V04430,Myra Deshpande,victim,36,male,Chickballapura,True
FIR-2024-CHI-0443,V04431,Ayesha Comar,victim,29,male,Chickballapura,True
FIR-2024-MYS-0444,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2024-MYS-0444,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-MYS-0444,V04440,Ishita Guha,victim,21,male,Mysuru,True
FIR-2024-MYS-0444,V04441,Kabir Sangha,victim,70,male,Mysuru,True
FIR-2024-KAL-0445,P0271,Samarth Varkey,accused,52,female,Bagalkot,True
FIR-2024-KAL-0445,V04450,Dharmajan Som,victim,58,male,Kalaburagi,True
FIR-2024-KAL-0445,V04451,Yasmin Dasgupta,victim,69,female,Kalaburagi,True
FIR-2024-CHI-0446,P0035,Zara Dugar,accused,32,male,Kolar,True
FIR-2024-CHI-0446,V04460,Dharmajan Desai,victim,64,female,Chickballapura,True
FIR-2025-DHA-0447,P0307,Yakshit Korpal,accused,38,male,Ballari,True
FIR-2025-DHA-0447,V04470,Vaibhav Sawhney,victim,75,female,Dharwad,True
FIR-2025-TUM-0448,P0159,Anaya Choudhry,accused,44,male,Udupi,True
FIR-2025-TUM-0448,V04480,Seher Hayer,victim,49,female,Tumakuru,True
FIR-2024-MYS-0449,P0013,Tarini Ganguly,accused,40,male,Mysuru,True
FIR-2024-MYS-0449,V04490,Taran Bera,victim,38,female,Mysuru,True
FIR-2024-MYS-0449,V04491,Aarush Dube,victim,53,male,Mysuru,True
FIR-2024-BEL-0450,P0011,Rasha Kakar,accused,39,male,Tumakuru,True
FIR-2024-BEL-0450,V04500,Taran Sidhu,victim,36,female,Belagavi,True
FIR-2024-BEL-0450,V04501,Ehsaan Bhatti,victim,64,female,Belagavi,True
FIR-2024-HAS-0451,P0255,Sahil Mani,accused,54,male,Belagavi,True
FIR-2024-HAS-0451,P0209,Manjari Tandon,accused,52,female,Mandya,True
FIR-2024-HAS-0451,V04510,Kabir Kale,victim,16,female,Hassan,True
FIR-2024-CHI-0452,P0303,Kaira Dhar,accused,36,male,Chickballapura,True
FIR-2024-CHI-0452,V04520,Ivana Mall,victim,35,female,Chickballapura,True
FIR-2024-CHI-0452,V04521,Ehsaan Arya,victim,60,female,Chickballapura,True
FIR-2024-KAL-0453,P0305,Kabir Bal,accused,48,male,Hassan,True
FIR-2024-KAL-0453,V04530,Sumer Malhotra,victim,46,male,Kalaburagi,True
FIR-2025-SHI-0454,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-SHI-0454,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2025-SHI-0454,V04540,Kimaya Ram,victim,46,male,Shivamogga,True
FIR-2025-SHI-0454,V04541,Veer Ahuja,victim,71,female,Shivamogga,True
FIR-2024-VIJ-0455,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2024-VIJ-0455,P0055,Indranil Karan,accused,28,male,Kolar,True
FIR-2024-VIJ-0455,P0067,Darshit Sidhu,accused,52,male,Chickballapura,True
FIR-2024-VIJ-0455,V04550,Zain Hari,victim,18,female,Vijayapur,True
FIR-2024-VIJ-0455,V04551,Samaira Yohannan,victim,41,female,Vijayapur,True
FIR-2025-CHI-0456,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-CHI-0456,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2025-CHI-0456,V04560,Kaira Lad,victim,72,female,Chickballapura,True
FIR-2025-CHI-0456,V04561,Piya Gupta,victim,23,female,Chickballapura,True
FIR-2025-DHA-0457,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2025-DHA-0457,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2025-DHA-0457,V04570,Hiran Desai,victim,74,female,Dharwad,True
FIR-2025-DHA-0457,V04571,Priyansh Koshy,victim,24,female,Dharwad,True
FIR-2025-MAN-0458,P0127,Indranil Kanda,accused,32,male,Bagalkot,True
FIR-2025-MAN-0458,V04580,Chirag Chacko,victim,58,female,Mandya,True
FIR-2024-DHA-0459,P0094,Heer Kapur,accused,44,male,Davanagere,True
FIR-2024-DHA-0459,V04590,Raghav Kade,victim,72,female,Dharwad,True
FIR-2024-DHA-0459,V04591,Anya Srinivas,victim,38,male,Dharwad,True
FIR-2025-TUM-0460,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2025-TUM-0460,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-TUM-0460,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-TUM-0460,V04600,Taran Dass,victim,65,female,Tumakuru,True
FIR-2025-BAG-0461,P0308,Kashvi Rau,accused,54,female,Ballari,True
FIR-2025-BAG-0461,V04610,Saira Rattan,victim,68,male,Bagalkot,True
FIR-2024-DAK-0462,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2024-DAK-0462,P0069,Ira Butala,accused,30,male,Belagavi,True
FIR-2024-DAK-0462,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-DAK-0462,V04620,Kimaya Randhawa,victim,25,female,Dakshina Kannada,True
FIR-2024-VIJ-0463,P0032,Purab Reddy,accused,34,male,Ballari,True
FIR-2024-VIJ-0463,V04630,Amira Bera,victim,34,male,Vijayapur,True
FIR-2024-VIJ-0463,V04631,Romil Aggarwal,victim,21,female,Vijayapur,True
FIR-2025-BAL-0464,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2025-BAL-0464,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2025-BAL-0464,P0066,Dharmajan Setty,accused,60,female,Vijayapur,True
FIR-2025-BAL-0464,V04640,Shamik Trivedi,victim,70,female,Ballari,True
FIR-2025-BAL-0464,V04641,Zaina Venkataraman,victim,17,female,Ballari,True
FIR-2025-TUM-0465,P0311,Ivana Singhal,accused,60,male,Chickballapura,True
FIR-2025-TUM-0465,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2025-TUM-0465,V04650,Advika Ganesh,victim,64,male,Tumakuru,True
FIR-2025-TUM-0465,V04651,Nehmat Rajan,victim,58,male,Tumakuru,True
FIR-2025-RAI-0466,P0274,Jiya Ramaswamy,accused,23,male,Bengaluru City,True
FIR-2025-RAI-0466,P0144,Inaaya  Badami,accused,38,female,Shivamogga,True
FIR-2025-RAI-0466,V04660,Rohan Dyal,victim,60,female,Raichur,True
FIR-2025-VIJ-0467,P0206,Gatik Kari,accused,30,male,Ballari,True
FIR-2025-VIJ-0467,V04670,Anvi Dugar,victim,18,female,Vijayapur,True
FIR-2024-VIJ-0468,P0075,Fateh Dasgupta,accused,52,female,Kalaburagi,True
FIR-2024-VIJ-0468,V04680,Vivaan Dutta,victim,17,male,Vijayapur,True
FIR-2025-DAV-0469,P0180,Shaan Jaggi,accused,42,male,Udupi,True
FIR-2025-DAV-0469,V04690,Sara Saran,victim,62,male,Davanagere,True
FIR-2024-BEL-0470,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2024-BEL-0470,P0032,Purab Reddy,accused,34,male,Ballari,True
FIR-2024-BEL-0470,V04700,Kashvi Srinivas,victim,34,male,Belagavi,True
FIR-2024-BEL-0470,V04701,Shaan Guha,victim,61,female,Belagavi,True
FIR-2025-BAG-0471,P0233,Gokul Rastogi,accused,47,male,Shivamogga,True
FIR-2025-BAG-0471,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2025-BAG-0471,V04710,Vedika Hegde,victim,72,male,Bagalkot,True
FIR-2025-BAG-0471,V04711,Farhan Manda,victim,46,male,Bagalkot,True
FIR-2025-RAI-0472,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-RAI-0472,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-RAI-0472,P0052,Pihu Wali,accused,23,female,Tumakuru,True
FIR-2025-RAI-0472,V04720,Kiara Mahajan,victim,25,male,Raichur,True
FIR-2025-BAG-0473,P0164,Darshit Som,accused,53,male,Belagavi,True
FIR-2025-BAG-0473,V04730,Pihu Sodhi,victim,63,male,Bagalkot,True
FIR-2025-MAN-0474,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2025-MAN-0474,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-MAN-0474,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-MAN-0474,V04740,Samiha Kashyap,victim,17,male,Mandya,True
FIR-2025-MAN-0474,V04741,Advika Sur,victim,25,female,Mandya,True
FIR-2024-SHI-0475,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-SHI-0475,P0052,Pihu Wali,accused,23,female,Tumakuru,True
FIR-2024-SHI-0475,V04750,Rania Banerjee,victim,52,female,Shivamogga,True
FIR-2024-SHI-0475,V04751,Pari Krish,victim,52,female,Shivamogga,True
FIR-2025-CHI-0476,P0198,Amani Johal,accused,19,male,Vijayapur,True
FIR-2025-CHI-0476,V04760,Myra Doshi,victim,71,female,Chickballapura,True
FIR-2025-UDU-0477,P0185,Yuvaan Mahal,accused,49,male,Udupi,True
FIR-2025-UDU-0477,V04770,Ojas Sahni,victim,61,male,Udupi,True
FIR-2025-BEL-0478,P0299,Raghav Bajaj,accused,47,male,Udupi,True
FIR-2025-BEL-0478,V04780,Saanvi Kakar,victim,48,male,Belagavi,True
FIR-2025-BEL-0478,V04781,Devansh Kapur,victim,23,male,Belagavi,True
FIR-2024-VIJ-0479,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-VIJ-0479,V04790,Keya Iyer,victim,41,male,Vijayapur,True
FIR-2024-VIJ-0479,V04791,Inaaya  Badami,victim,47,male,Vijayapur,True
FIR-2025-DAK-0480,P0049,Vaibhav Raju,accused,49,male,Belagavi,True
FIR-2025-DAK-0480,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2025-DAK-0480,V04800,Rati Wason,victim,34,male,Dakshina Kannada,True
FIR-2024-DHA-0481,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2024-DHA-0481,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-DHA-0481,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2024-DHA-0481,V04810,Emir Sodhi,victim,42,female,Dharwad,True
FIR-2025-BEL-0482,P0109,Badal Master,accused,31,male,Kolar,True
